"path","file_name","extension","folder","domain","kind","size_bytes","status","priority","title","sha256"
".gitignore",".gitignore","",".","Other","other","155","active","P3","APIs externas montadas para Docker. Cada una tiene su propio repositorio Git.","0fb06e386a04afff7f5a61b214f910ef110da7dd519535b773b768624b003c91"
"00_audit/00_full_repository_map.md","00_full_repository_map.md",".md","00_audit","Audit","markdown","2811","active","P3","Mapa documental","537e8ff0ba37b7db26e9ebdf29abeecc081754fe9c9d4b253b1f9597d8a6aa62"
"00_audit/00_inventory.md","00_inventory.md",".md","00_audit","Audit","markdown","1783","active","P3","Inventario documental","21c6da5436faece7286da2d08404382d3e48085bfd4c357fdf0f3bcd3a0053ea"
"00_audit/01_consistency_matrix.md","01_consistency_matrix.md",".md","00_audit","Audit","markdown","2283","active","P3","Matriz de consistencia documental","7f716fe5cf97bc0eceab57e70cb80926dcc1cc6b21d4c7a453fc3d7fb180b9c4"
"00_audit/02_missing_documents.md","02_missing_documents.md",".md","00_audit","Audit","markdown","4478","active","P3","Documentos faltantes detectados","dee83d0dd850616f8e2bcd3f35fa1c7748ce2c9de34dc090829f52eed3420797"
"00_audit/03_inconsistencies.md","03_inconsistencies.md",".md","00_audit","Audit","markdown","2012","active","P3","Inconsistencias","259f4196e8e4a5d9938638c9326d5d326ab2524e7be0f4c8c21b9af769f5ee06"
"00_audit/04_document_status.md","04_document_status.md",".md","00_audit","Audit","markdown","1731","active","P3","Estado documental","1144899bd84c40e90fe5fc9cf1291d625b9b3deae2f2c61c7256ea835ab248c6"
"00_audit/05_global_dictionary.md","05_global_dictionary.md",".md","00_audit","Audit","markdown","2792","active","P3","Diccionario global","c77e46460091ee1ade7d9a07b887ca8fc33d2519e21a569128f4224578bddcc5"
"00_audit/07_recommended_documentation_strategy.md","07_recommended_documentation_strategy.md",".md","00_audit","Audit","markdown","1856","archive_reference","P3","Estrategia recomendada de documentacion","caa3ca5c8d816a074044c3ac9e0fcfd854ead5b4fd0d5bc326ca72355726012f"
"00_audit/08_new_architecture_review.md","08_new_architecture_review.md",".md","00_audit","Audit","markdown","4869","active","P3","Revision nueva arquitectura Tecno Telec + JobCron","b112d869124ed3cf39c6000faebaada52121841d70dbb997028e62d794d95dea"
"00_audit/09_api_routes_inventory.md","09_api_routes_inventory.md",".md","00_audit","Audit","markdown","4301","active","P3","Inventario actual de rutas API","64ce74f01883de659b7f4ed159bd6464fc99dec54a564bd7dabc923fc3a537bf"
"00_audit/99_final_review.md","99_final_review.md",".md","00_audit","Audit","markdown","3329","archive_reference","P3","Revision final documental","7e97207097796e249e0e7a901e6e764b0cf2e3cb142d8bd7c45d1c561ac7015b"
"01_core_erp/apis/00_api_index.md","00_api_index.md",".md","01_core_erp/apis","Core","markdown","1811","active","P1","Indice de APIs","e26f1dfc9269cb8e1dc6289c477773d3f5497df864c376cde044e547c63510a6"
"01_core_erp/apis/01_auth_api.md","01_auth_api.md",".md","01_core_erp/apis","Core","markdown","12362","active","P1","Auth API","bee64be670801bc6b75e801cc86e0be6d25c9d7c52da1298bdbb22a83f46c603"
"01_core_erp/apis/02_catalog_api.md","02_catalog_api.md",".md","01_core_erp/apis","Core","markdown","364","active","P1","Catalog API","fbe8d4dd36a38f8c674f0b0e914a9ed2a56f56e18aa32fbb6a7d3185aa120774"
"01_core_erp/apis/03_supplier_api.md","03_supplier_api.md",".md","01_core_erp/apis","Core","markdown","460","active","P1","Supplier API","d47dc90fa2c613d8c134634b26e5bbcc205de0df7b6051c7cf81c89d973a46a6"
"01_core_erp/apis/04_pricing_api.md","04_pricing_api.md",".md","01_core_erp/apis","Core","markdown","2447","active","P1","Pricing API","488614822f4fc2db052bce88c154a55da95fbe4051822dca119703842952576f"
"01_core_erp/apis/05_quote_api.md","05_quote_api.md",".md","01_core_erp/apis","Core","markdown","366","active","P1","Quote API","92db4154ffed4e04643204b7a8ec213bd472c85b10c5ae3800f09232f0be8767"
"01_core_erp/apis/06_sales_api.md","06_sales_api.md",".md","01_core_erp/apis","Core","markdown","334","active","P1","Sales API","1daedc38146c95c0fdaf96256d77b102d37218e7204b469cc7100e17e103dd87"
"01_core_erp/apis/07_logistics_api.md","07_logistics_api.md",".md","01_core_erp/apis","Core","markdown","253","active","P1","Logistics API","358689ca2dcb1d20b30563dd537c396b6487ace0a13a5ae58979261ca9108803"
"01_core_erp/apis/08_rules_engine_api.md","08_rules_engine_api.md",".md","01_core_erp/apis","Core","markdown","588","active","P1","Rules Engine API","1c0c436e0c3af6103dd1f5457d5d7e0dfb05aff1c1b674a02d583a90ade91d8b"
"01_core_erp/apis/09_gateway_api.md","09_gateway_api.md",".md","01_core_erp/apis","Core","markdown","1070","active","P1","Tecno Telec Gateway API","8fc6cd9a8c06b23fce13dcee26ae58d8e17a631ad56d1b250f832f72efe66bf3"
"01_core_erp/apis/10_cart_api.md","10_cart_api.md",".md","01_core_erp/apis","Core","markdown","865","active","P1","Cart API","7d9c2336f8cf883b4ecf5b6b1a0510fea37ff682768da4ec91993370203acfc6"
"01_core_erp/apis/10_tecnotelec_api.md","10_tecnotelec_api.md",".md","01_core_erp/apis","Core","markdown","695","active","P1","Tecno Telec API","e94bf912fffcd6614eb943f6a17a05511a315a475f717650ccaa95b52c1a3384"
"01_core_erp/apis/11_pos_api.md","11_pos_api.md",".md","01_core_erp/apis","Core","markdown","724","active","P1","POS API","4b588ff448e8dcf719152026ebce88e62210a6e2ae3f1c177605e2601255c33b"
"01_core_erp/apis/12_government_tender_api.md","12_government_tender_api.md",".md","01_core_erp/apis","Core","markdown","1531","active","P1","GovernmentTender API","0bebcbb10d8a7704df6de1d077897aef1631a899a1469004f59ee22ab21f32d5"
"01_core_erp/apis/13_billing_api.md","13_billing_api.md",".md","01_core_erp/apis","Core","markdown","756","active","P1","Billing API","9ff1c73361f76928e2e854fdd7e945f706c7c86f493b31294b901b429ab79b8b"
"01_core_erp/apis/14_notifications_api.md","14_notifications_api.md",".md","01_core_erp/apis","Core","markdown","652","active","P1","Notifications API","d41c3372deec9274bdc32452192a8fbfb0bd26cd3ac1ae61bc1c1528cfbff682"
"01_core_erp/apis/15_documents_api.md","15_documents_api.md",".md","01_core_erp/apis","Core","markdown","995","active","P1","Documents API","2b5eb967162c90585e687075e4d38a31ff0d5de7cfe0e3dd7abe933e35138dd9"
"01_core_erp/architecture/00_general_architecture.md","00_general_architecture.md",".md","01_core_erp/architecture","Core","markdown","1210","active","P1","Arquitectura general","5f998ef16817f13d161296fa15d19bbdfbe9086b5b2db5e51c84ff2ed45d49c3"
"01_core_erp/architecture/01_project_communication.md","01_project_communication.md",".md","01_core_erp/architecture","Core","markdown","1153","active","P1","Comunicacion entre proyectos","827253f92b0e4399320161e69e53e1f40b8bd23ced7db21a927bd789aed43d8e"
"01_core_erp/architecture/02_api_gateway.md","02_api_gateway.md",".md","01_core_erp/architecture","Core","markdown","1276","active","P1","API Gateway","05742f9be81e1502b02240bd6f0e7bd8a39b9364a854aa2b2961fdc32d4505b4"
"01_core_erp/architecture/03_bff_strategy.md","03_bff_strategy.md",".md","01_core_erp/architecture","Core","markdown","792","active","P1","Estrategia BFF","8831ea4911e06870bf292fd5144f6577823d9611c6025d000b9550a0b1bbc57c"
"01_core_erp/architecture/04_security.md","04_security.md",".md","01_core_erp/architecture","Core","markdown","1802","active","P1","Seguridad","2c32bab1ea909bc2a0ecbb84cfa2791e4fceb00947c60591f6c9c74d076f105c"
"01_core_erp/architecture/05_future_microservices_split.md","05_future_microservices_split.md",".md","01_core_erp/architecture","Core","markdown","529","future_or_pending","P2","Separacion futura de microservicios","6710758b07f3959d9d3f72d32d97f3d15f56160e2b55a41fa29606f25b7fb165"
"01_core_erp/architecture/06_general_system_diagram.md","06_general_system_diagram.md",".md","01_core_erp/architecture","Core","markdown","1425","active","P1","Diagrama general del sistema ERP","609aa97da1dbe9f5b1a80c358b0b8ce5ee78e44ff8e8a616abaf026e6640a58a"
"01_core_erp/architecture/07_project_api_pattern.md","07_project_api_pattern.md",".md","01_core_erp/architecture","Core","markdown","3683","active","P1","Patron de consumo de APIs por proyecto","05cef7f61a9cbcf77c3107032e3f87b0be69fbe89aa468aab4a244b2b02d487b"
"01_core_erp/architecture/08_data_isolation_and_reference_tables.md","08_data_isolation_and_reference_tables.md",".md","01_core_erp/architecture","Core","markdown","3721","future_or_pending","P2","Aislamiento de datos y tablas referenciadas","8cab365e6c3b6cf7239144f3e822e442818e4f46d243b3576d5bddf87238d636"
"01_core_erp/architecture/09_tecnotelec_gateway_corrected_pattern.md","09_tecnotelec_gateway_corrected_pattern.md",".md","01_core_erp/architecture","Core","markdown","2227","active","P1","Patron corregido TecnoTelec Gateway","9653c43919c3e591783d2caf5a5da52f982a6d55f7c29cab1b29ee722915b116"
"01_core_erp/architecture/events/event-catalog.md","event-catalog.md",".md","01_core_erp/architecture/events","Core","markdown","662","active","P1","Catalogo de eventos","45ddca8b755cacfd0466c129b18afec3a110ff2e1f4ed0d565c94b9d575179c2"
"01_core_erp/architecture/events/event-driven-architecture.md","event-driven-architecture.md",".md","01_core_erp/architecture/events","Core","markdown","451","active","P1","Arquitectura de eventos","8753834f077552ae8e8a92f4430ca735ca4969aa9357c86a4e3245a36307443b"
"01_core_erp/architecture/events/event-naming.md","event-naming.md",".md","01_core_erp/architecture/events","Core","markdown","315","active","P1","Naming de eventos","921ed849432b19a4bd76961e878060713fdd5feb4a1630729ab3077530716484"
"01_core_erp/architecture/events/event-payloads.md","event-payloads.md",".md","01_core_erp/architecture/events","Core","markdown","327","active","P1","Payloads de eventos","7fc7fbf47d7622c80fedef70a52e3e9a95918f38f9b4c14f6d81884ce9c44d14"
"01_core_erp/architecture/scheduling/job-dependencies.md","job-dependencies.md",".md","01_core_erp/architecture/scheduling","Core","markdown","445","future_or_pending","P2","Dependencias de jobs","86c8b18347f5279d3c787b0a4a0653ad43cd40b2ecca6d8883b14132037361d2"
"01_core_erp/architecture/scheduling/scheduler-architecture.md","scheduler-architecture.md",".md","01_core_erp/architecture/scheduling","Core","markdown","524","active","P1","Arquitectura de scheduler","772b094eb54f7d72c3fef20f9fa08ed0bcd3d6736b3031787d9c75576fdf760b"
"01_core_erp/architecture/scheduling/scheduler-rules.md","scheduler-rules.md",".md","01_core_erp/architecture/scheduling","Core","markdown","295","active","P1","Reglas de scheduler","7f314b037ff1ca23022dd49dd4bd8ed5d821e9fff6ca046929c06e389b7b3f3b"
"01_core_erp/auth/devices.md","devices.md",".md","01_core_erp/auth","Core","markdown","182","active","P1","Dispositivos","a1a28fa967157c3d0190c5ab8db9401f0329c6c79215ef5c960e341e70ebb716"
"01_core_erp/auth/permissions.md","permissions.md",".md","01_core_erp/auth","Core","markdown","310","active","P1","Permisos","0063334032a63a282571dc7e13c145592fef9054a5c3636ae8bcc42d437efd36"
"01_core_erp/auth/README.md","README.md",".md","01_core_erp/auth","Core","markdown","293","active","P1","Auth Core","fd3fc7edee311c2dc019407977864212a8ba57e298b00f1032d3d91136ed1564"
"01_core_erp/auth/roles.md","roles.md",".md","01_core_erp/auth","Core","markdown","280","active","P1","Roles","ce3b12cab760bad837bb4c39a08cf2aa568ecf9f08529347f5d14af3bfe225fb"
"01_core_erp/auth/security-policies.md","security-policies.md",".md","01_core_erp/auth","Core","markdown","218","active","P1","Politicas de seguridad Auth","d9f9789958223a6730a3526a838d9b21674d8bff8a1fd4b64b82f5f52ecd0b6b"
"01_core_erp/auth/sessions.md","sessions.md",".md","01_core_erp/auth","Core","markdown","225","active","P1","Sesiones","0b93c15d802149600366f5ea0231881fd1c1f1e18d39f626cd722a6ec84040ba"
"01_core_erp/auth/tokens.md","tokens.md",".md","01_core_erp/auth","Core","markdown","156","active","P1","Tokens","dc410e8dd32036e325c5b83f5670094f8ff9f3cf7c9ccd2d0918cd00d6f78dab"
"01_core_erp/database/00_database_overview.md","00_database_overview.md",".md","01_core_erp/database","Core","markdown","1116","future_or_pending","P2","Panorama de base de datos","280688a3d99d0ddbb68b11d7022ee848564ce8912c0f2b27640e7dd783aa4ab3"
"01_core_erp/database/01_schemas.md","01_schemas.md",".md","01_core_erp/database","Core","markdown","3310","active","P1","Schemas","58eb4a489c32884a498d15a3d60dbc2d5b44e5990c25816bd0130600a6d26e4d"
"01_core_erp/database/02_entities.md","02_entities.md",".md","01_core_erp/database","Core","markdown","1667","active","P1","Entidades oficiales","993733034ab61a2eb45e4ef411f5ee37c0c5fff1e507d1ee9a9e66e912c6e8c7"
"01_core_erp/database/03_relationships.md","03_relationships.md",".md","01_core_erp/database","Core","markdown","1328","active","P1","Relaciones","769d10d7dd4db782b86ec61a589edba2f5574a47cc7fa001c1c01c5cb9ce7fd0"
"01_core_erp/database/04_catalog_model.md","04_catalog_model.md",".md","01_core_erp/database","Core","markdown","271","future_or_pending","P2","Modelo Catalog","2ea17fd666eeebb9b84492a07d0b66aab36a9d08a0de669a6811d034c72246ff"
"01_core_erp/database/05_supplier_model.md","05_supplier_model.md",".md","01_core_erp/database","Core","markdown","266","active","P1","Modelo Supplier","341727860860779402b8929e3e51409d8680373eb00b4e7bd6d5babcde80787b"
"01_core_erp/database/06_pricing_model.md","06_pricing_model.md",".md","01_core_erp/database","Core","markdown","2531","active","P1","Modelo Pricing","50b6a8c75b40ef0545e80e2ec8e0aadd9a1c621999c875640003027467246f12"
"01_core_erp/database/07_sales_model.md","07_sales_model.md",".md","01_core_erp/database","Core","markdown","200","future_or_pending","P2","Modelo Sales","96f3a450094652f8ab8bd4cee5a03a0fb3db5644161e0055c2c3d5206e453f65"
"01_core_erp/database/08_quotes_model.md","08_quotes_model.md",".md","01_core_erp/database","Core","markdown","258","active","P1","Modelo Quote","b7470d3808bebb3812f7d1ab56beb3e8833efa49703c64aa9ab585dc06f8b6db"
"01_core_erp/database/09_cart_model.md","09_cart_model.md",".md","01_core_erp/database","Core","markdown","372","active","P1","Modelo de datos: Cart","9910c9009d73e82235e368925331081c3564eec081e3a0777bf650c0d4ca3a81"
"01_core_erp/database/10_pos_model.md","10_pos_model.md",".md","01_core_erp/database","Core","markdown","343","active","P1","Modelo de datos: POS","3993095c781a369cb89c2869f6907d3ecfd75fc568b61df3b27e328dba048e06"
"01_core_erp/database/11_rules_model.md","11_rules_model.md",".md","01_core_erp/database","Core","markdown","468","active","P1","Modelo de datos: Rules","f905a75e3b879064dfc66a0debafadf5e7de56893f4eb9dd61f793126fdb5aea"
"01_core_erp/database/12_billing_model.md","12_billing_model.md",".md","01_core_erp/database","Core","markdown","345","active","P1","Modelo de datos: Billing","53815c899e7373bc9b2be9fc0d416337065ce13aee377871f651d8096e45827f"
"01_core_erp/database/13_government_tender_model.md","13_government_tender_model.md",".md","01_core_erp/database","Core","markdown","686","active","P1","Modelo de datos: GovernmentTender","1589c8401d7644702ba6e30f831d7df51dce9458682642d7dd8347bc2885947e"
"01_core_erp/database/14_documents_model.md","14_documents_model.md",".md","01_core_erp/database","Core","markdown","518","active","P1","Modelo de datos: Documents","91f2647ae2db54310b2789189029767a055c57a3e807dab8c00790ff2bdf70e7"
"01_core_erp/database/15_channel_assortment_model.md","15_channel_assortment_model.md",".md","01_core_erp/database","Core","markdown","609","active","P1","Modelo de datos: ChannelAssortment","22faa7f1556f57d05cd6d2eebdeaf0c241c0d9fea251d403006cb858e1f3e493"
"01_core_erp/database/16_product_compatibility_model.md","16_product_compatibility_model.md",".md","01_core_erp/database","Core","markdown","779","active","P1","Modelo de datos: ProductCompatibility","c7f828a5da99d727f5597faeca209f251f03b0279537304fe927f0744bffe565"
"01_core_erp/database/17_sql_server_table_publication.md","17_sql_server_table_publication.md",".md","01_core_erp/database","Core","markdown","1825","active","P1","Publicacion de nombres de tablas estilo SQL Server","86381efee70c3a5a4e053d9213741f32aa2267e10f9e8c6389e7139fa85d3a57"
"01_core_erp/erp/00_erp_vision.md","00_erp_vision.md",".md","01_core_erp/erp","Core","markdown","872","active","P1","Vision ERP","f5c7e067f1c5a9e0d37a88d73d3c9365323e5393089b08e1c9584fb2373ad3c3"
"01_core_erp/erp/01_modules.md","01_modules.md",".md","01_core_erp/erp","Core","markdown","2331","active","P1","Modulos ERP","aef922f15333fc5de9c9cbc8e06135ba1e0eab169820ccabc230ad364afbb923"
"01_core_erp/erp/02_rules_engine.md","02_rules_engine.md",".md","01_core_erp/erp","Core","markdown","1326","active","P1","Rules Engine","30e4cc2a6ea6f528283ac95181da7939acf3e74b6450eb10f186e54ad53c7f2c"
"01_core_erp/erp/03_quote_engine.md","03_quote_engine.md",".md","01_core_erp/erp","Core","markdown","702","active","P1","Motor de cotizacion","5a0ef4d037f418fac1eb01b3bdd35ca4206bc581f7ed4f55854ed920c70eafee"
"01_core_erp/erp/04_sales_model.md","04_sales_model.md",".md","01_core_erp/erp","Core","markdown","591","active","P1","Modelo de ventas","77c06dd0cd35d470c01cea5250d2b627682d623aa94c3cb175878e149511c625"
"01_core_erp/erp/05_purchase_model.md","05_purchase_model.md",".md","01_core_erp/erp","Core","markdown","568","future_or_pending","P2","Modelo de compras","7e27b26750190bf421d6e9a74d7efa365a28a48175b6321746208b9ffc79fa06"
"01_core_erp/erp/06_logistics_model.md","06_logistics_model.md",".md","01_core_erp/erp","Core","markdown","538","active","P1","Modelo logistico","3ec6363a6e2171be30956f8692dfad951baaca66aff1b19652daa8f401857a92"
"01_core_erp/erp/07_cart_model.md","07_cart_model.md",".md","01_core_erp/erp","Core","markdown","1343","active","P1","Modelo de carrito web","3c6a36bc178ae85907edd60ab1c874af6abf97178aa5ac9054f842f2aa4c4209"
"01_core_erp/erp/08_pos_model.md","08_pos_model.md",".md","01_core_erp/erp","Core","markdown","1169","active","P1","Modelo de punto de venta","9a3ea99a03c6570856d3296276f61538ed263c4a42c1f87ad3b1b5a4a86faa6e"
"01_core_erp/erp/09_system_states.md","09_system_states.md",".md","01_core_erp/erp","Core","markdown","975","active","P1","Estados del sistema","ea8d146b21a0e292400ff23fc8014ea647cf44d2a0cdc8ebe8e1def7e3d92d0d"
"01_core_erp/erp/10_roles_permissions.md","10_roles_permissions.md",".md","01_core_erp/erp","Core","markdown","2668","active","P1","Roles y permisos","3365a8009d42999527f98abd78d0ba79ab56dd598446f4d0db12d93281403450"
"01_core_erp/erp/11_costs_profitability.md","11_costs_profitability.md",".md","01_core_erp/erp","Core","markdown","2031","active","P1","Costos, precios y utilidad","691241d98fd9cc1b4e85bfea502a17dffa94c89859468f538329c4a3319706f6"
"01_core_erp/erp/12_billing_returns.md","12_billing_returns.md",".md","01_core_erp/erp","Core","markdown","1303","active","P1","Facturacion y devoluciones","fb17a2cca8f31bd2d5e3d0f84d321c84c457141debc5e82b0b071a5a167d5896"
"01_core_erp/erp/13_error_consistency.md","13_error_consistency.md",".md","01_core_erp/erp","Core","markdown","960","active","P1","Errores y consistencia","7be6307eb888226c489bd6ee69c72b3d5568d1e0b948d7d81d8a1ff38973dc8f"
"01_core_erp/erp/14_async_jobs_notifications.md","14_async_jobs_notifications.md",".md","01_core_erp/erp","Core","markdown","910","active","P1","Jobs asincronos y notificaciones","f58afd6b15bd6eb2f80bf3e10c95e159ebbff23a988806617533284805cb82b7"
"01_core_erp/erp/15_bundles_kits.md","15_bundles_kits.md",".md","01_core_erp/erp","Core","markdown","972","active","P1","Bundles y kits","90482cde1f0447d954d2062d680bcf8215a34f234e2355acfd1f9d2ea6a2ba58"
"01_core_erp/erp/16_addresses_customers.md","16_addresses_customers.md",".md","01_core_erp/erp","Core","markdown","761","active","P1","Clientes y direcciones","0736d49dc13bfd4f73ea056715d09289f4985b39361ac3554ef5eda494007692"
"01_core_erp/erp/17_government_tender.md","17_government_tender.md",".md","01_core_erp/erp","Core","markdown","1918","active","P1","Modelo de licitaciones publicas","a4937726e300269d049dbfd0599a5d20d3d6a85c8528e8ee7692c12ca0fbd058"
"01_core_erp/erp/18_government_tender_adoption.md","18_government_tender_adoption.md",".md","01_core_erp/erp","Core","markdown","2547","active","P1","Uso de licitaciones por empresa","411041e76eed509f174e82087464e768af7d6d1b459b4cf9dda7c14d36a29fa3"
"01_core_erp/erp/19_supplier_catalog_strategy.md","19_supplier_catalog_strategy.md",".md","01_core_erp/erp","Core","markdown","3248","active","P1","Estrategia de catalogo multi-proveedor","1fb00a1bfd53da5a94465dc856288bed692abeff671c5eda0fa18a8e39f9fb31"
"01_core_erp/erp/20_channel_assortment.md","20_channel_assortment.md",".md","01_core_erp/erp","Core","markdown","2323","active","P1","Surtido por proyecto y canal","8a317a2b3409a238eab8c35cdb53b18bdba222f5353e01eeea5465f8282088fc"
"01_core_erp/erp/21_product_compatibility.md","21_product_compatibility.md",".md","01_core_erp/erp","Core","markdown","2276","active","P1","Compatibilidad entre productos","9c0ad93f6369fe87faffa93eec6950ca16093ee75f73e92d0c29ead317eefaad"
"01_core_erp/erp/22_pricing_costing_future_map.md","22_pricing_costing_future_map.md",".md","01_core_erp/erp","Core","markdown","7669","future_or_pending","P2","Mapa futuro de Pricing, Costing y Rentabilidad","e059221eb8fb7701bde87d0c6a1d655a30f7c58f425467beb1a2823a3913d244"
"01_core_erp/flows/00_flow_index.md","00_flow_index.md",".md","01_core_erp/flows","Core","markdown","309","active","P1","Indice de flujos","63011efcb08fd77eaff8eacde5ba220e6d595479e5a711eb49f879713cf71faa"
"01_core_erp/flows/01_customer_quote_flow.md","01_customer_quote_flow.md",".md","01_core_erp/flows","Core","markdown","545","active","P1","Flujo de cotizacion del cliente","54b267c20c215f08e2c88eabbd641f4efa019287d4620576d3db8b326db55458"
"01_core_erp/flows/02_customer_purchase_flow.md","02_customer_purchase_flow.md",".md","01_core_erp/flows","Core","markdown","390","future_or_pending","P2","Flujo de compra del cliente","1aa2a83284730bc3e1673a71b4777375337651d61fffe22f01a0e4cf04043f2b"
"01_core_erp/flows/03_supplier_sync_flow.md","03_supplier_sync_flow.md",".md","01_core_erp/flows","Core","markdown","313","active","P1","Flujo de sincronizacion de proveedor","50fd8d8ff5de05a2afb3cb6bf657a77576f5b7f8e58392d0d2c67b6f32e601cf"
"01_core_erp/flows/04_pricing_flow.md","04_pricing_flow.md",".md","01_core_erp/flows","Core","markdown","1295","active","P1","Flujo de pricing","9dd1ff10fb90341a905a34646506f2edd708eed25d198e5658a333f1429edbd5"
